IDX	Pmid	First_Author_Last_Name	First_Author_Initials
11	17243033	Nakamura	H
11	17392669	Nakamura	H
11	17447513	Nakamura	H
11	17505415	Nakamura	H
11	17717496	Nakamura	H
11	17717502	Nakamura	H
11	18030570	Nakamura	H
11	18696206	Nakamura	H
11	18696210	Nakamura	H
12	11421487	Nakamura	H
12	12491818	Nakamura	H
12	14519913	Nakamura	H
12	14687763	Nakamura	H
13	12238331	Nakamura	H
13	15733035	Nakamura	H
13	16494515	Nakamura	H
13	18160772	Nakamura	H
14	9135218	Nakamura	H
14	10092062	Nakamura	H
14	11005210	Nakamura	H
14	18173916	Nakamura	H
14	18493766	Nakamura	H
14	18791828	Nakamura	H
14	18799099	Nakamura	H
14	19092289	Nakamura	H
14	19458160	Nakamura	H
14	19639318	Nakamura	H
14	19705120	Nakamura	H
14	20338890	Nakamura	H
14	20383652	Nakamura	H
14	20591195	Nakamura	H
14	20832591	Nakamura	H
14	21509650	Nakamura	H
14	22457005	Nakamura	H
14	22526828	Nakamura	H
14	23994996	Nakamura	H
16	12070273	Nakamura	H
16	12854829	Nakamura	H
16	14751562	Nakamura	H
16	15637344	Nakamura	H
16	16079460	Nakamura	H
16	18979165	Nakamura	H
16	20124093	Nakamura	H
17	11302642	Nakamura	H
17	11805647	Nakamura	H
17	12544943	Nakamura	H
18	21697792	Nakamura	H
18	22566266	Nakamura	H
18	23436039	Nakamura	H
21	11980360	Nakamura	H
21	17491358	Nakamura	H
21	17713734	Nakamura	H
21	17954992	Nakamura	H
21	18292739	Nakamura	H
21	18306996	Nakamura	H
21	18470691	Nakamura	H
21	18835856	Nakamura	H
21	19231437	Nakamura	H
21	19241313	Nakamura	H
21	19348214	Nakamura	H
21	19795338	Nakamura	H
21	19901888	Nakamura	H
21	20349301	Nakamura	H
21	21480132	Nakamura	H
21	22419192	Nakamura	H
21	23196663	Nakamura	H
21	23197160	Nakamura	H
22	9288164	Nakamura	H
22	10923836	Nakamura	H
22	11592900	Nakamura	H
22	11672409	Nakamura	H
22	12688710	Nakamura	H
22	15340596	Nakamura	H
22	15760231	Nakamura	H
22	16671790	Nakamura	H
22	16893647	Nakamura	H
22	16902927	Nakamura	H
22	18239367	Nakamura	H
22	18385854	Nakamura	H
22	19428245	Nakamura	H
22	22193924	Nakamura	H
22	22920899	Nakamura	H
22	23267767	Nakamura	H
22	24270971	Nakamura	H
22	24292174	Nakamura	H
30	1661870	Nakamura	H
30	7981036	Nakamura	H
30	10707636	Nakamura	H
30	11163885	Nakamura	H
30	11689282	Nakamura	H
30	15007826	Nakamura	H
30	15296977	Nakamura	H
30	15906236	Nakamura	H
30	16111543	Nakamura	H
30	18494704	Nakamura	H
30	21089306	Nakamura	H
31	1476818	Nakamura	H
31	2268472	Nakamura	H
31	9358850	Nakamura	H
34	15353347	Jain	S
34	15693326	Jain	S
34	18839636	Jain	S
34	20952857	Jain	S
34	23029846	Jain	S
35	12145290	Jain	S
35	16125141	Jain	S
35	17475670	Jain	S
35	18945948	Jain	S
35	20978123	Jain	S
36	14606665	Jain	S
36	16305424	Jain	S
36	16354012	Jain	S
36	16611002	Jain	S
36	18181532	Jain	S
36	18855596	Jain	S
36	20805013	Jain	S
37	17494758	Jain	S
37	19624454	Jain	S
37	21071699	Jain	S
37	22837404	Jain	S
39	12878394	Jain	S
39	15869802	Jain	S
39	16105238	Jain	S
39	16536896	Jain	S
39	17162576	Jain	S
39	20001891	Jain	S
39	21978239	Jain	S
39	22087800	Jain	S
39	22583576	Jain	S
39	22748771	Jain	S
39	22845020	Jain	S
39	22871060	Jain	S
39	23351133	Jain	S
39	23597269	Jain	S
39	23792276	Jain	S
39	24036099	Jain	S
39	24059085	Jain	S
40	16818637	Jain	S
40	17150036	Jain	S
40	18829529	Jain	S
41	18389530	Jain	S
41	18574577	Jain	S
41	18687339	Jain	S
41	20712298	Jain	S
41	21214263	Jain	S
41	21674065	Jain	S
41	22144821	Jain	S
41	23365665	Jain	S
41	23814757	Jain	S
43	19053856	Jain	S
43	19144289	Jain	S
43	19236547	Jain	S
43	19627206	Jain	S
43	19638266	Jain	S
43	20931427	Jain	S
43	23256115	Jain	S
44	9956046	Jain	S
44	9957556	Jain	S
44	9957723	Jain	S
44	11149953	Jain	S
44	11842190	Jain	S
44	11863583	Jain	S
46	18163703	Jain	S
46	18433280	Jain	S
46	19655920	Jain	S
46	23933805	Jain	S
46	24504695	Jain	S
48	21859830	Jain	S
48	22114576	Jain	S
48	22160642	Jain	S
48	22291464	Jain	S
48	23406736	Jain	S
48	24442572	Jain	S
49	20966397	Jain	S
49	22073196	Jain	S
49	22536438	Jain	S
50	20140809	Jain	S
50	20306358	Jain	S
50	22647817	Jain	S
50	24222894	Jain	S
50	24359769	Jain	S
52	15157780	Jain	S
52	18340625	Jain	S
53	12429265	Jain	S
53	12660849	Jain	S
55	20444628	Jain	S
55	21245587	Jain	S
55	21318336	Jain	S
55	21440025	Jain	S
55	22354082	Jain	S
58	23081830	Jain	S
58	23420325	Jain	S
58	23811947	Jain	S
58	23821962	Jain	S
59	12581364	Jain	S
59	16177314	Jain	S
59	16788193	Jain	S
59	17513479	Jain	S
59	20712633	Jain	S
59	23381996	Jain	S
59	24876502	Jain	S
60	17447189	Jain	S
60	17904991	Jain	S
61	20692135	Jain	S
61	22010024	Jain	S
61	23182057	Jain	S
61	23993401	Jain	S
61	24444528	Jain	S
62	11943211	Jain	S
62	16153096	Jain	S
62	20665902	Jain	S
62	22085176	Jain	S
64	12676428	Jain	S
64	15673826	Jain	S
64	16141133	Jain	S
64	18593078	Jain	S
64	19486815	Jain	S
64	20054044	Jain	S
64	20224015	Jain	S
64	20682940	Jain	S
64	21602439	Jain	S
64	21602440	Jain	S
64	21813433	Jain	S
64	22302333	Jain	S
64	22943028	Jain	S
64	23232462	Jain	S
65	23532447	Jain	S
65	23629981	Jain	S
65	23955183	Jain	S
66	14706433	Jain	S
66	17241151	Jain	S
66	17291166	Jain	S
66	18544283	Jain	S
66	19856109	Jain	S
66	21823103	Jain	S
66	23025129	Jain	S
67	18724582	Jain	S
67	19293280	Jain	S
68	10338068	Jain	S
68	12187130	Jain	S
68	17079606	Jain	S
68	17148013	Jain	S
68	21088636	Jain	S
68	24470644	Jain	S
70	20204919	Brown	J
70	22774379	Brown	J
70	22795643	Brown	J
70	23284152	Brown	J
70	23506944	Brown	J
70	23636302	Brown	J
70	23998918	Brown	J
70	24322004	Brown	J
70	24519763	Brown	J
70	24679611	Brown	J
71	18275414	Brown	J
71	18412891	Brown	J
71	20505409	Brown	J
71	22827991	Brown	J
72	18776609	Brown	JM
72	19491492	Brown	J
72	19492549	Brown	J
72	20009242	Brown	J
72	21214694	Brown	J
72	22586491	Brown	J
72	22826487	Brown	J
72	23030639	Brown	J
72	23107456	Brown	J
74	12821337	Brown	J
74	15337800	Brown	J
74	15863149	Brown	J
74	19162310	Brown	J
74	20665499	Brown	J
75	11898985	Brown	J
75	14650698	Brown	J
75	15901388	Brown	J
76	16737475	Brown	J
76	16968648	Brown	J
76	19214879	Brown	J
76	19329446	Brown	J
76	19887151	Brown	J
76	20713474	Brown	J
76	20728674	Brown	J
76	20730686	Brown	J
76	21376910	Brown	J
76	22634741	Brown	J
76	23731111	Brown	J
76	24678569	Brown	J
78	16308706	Brown	J
78	16893946	Brown	J
78	17989083	Brown	J
78	18974102	Brown	J
78	20829836	Brown	J
78	22554095	Brown	J
79	20550222	Brown	J
79	21361738	Brown	J
79	21923442	Brown	J
79	21925733	Brown	J
79	22123681	Brown	J
80	22482551	Brown	J
80	24104969	Brown	J
80	24655176	Brown	J
82	17349646	Brown	J
82	17697678	Brown	J
83	12713341	Brown	J
83	17008754	Brown	J
86	19167971	Nakamura	H
86	19415402	Nakamura	H
86	19556794	Nakamura	H
86	20605585	Nakamura	H
87	10757123	Nakamura	H
87	11742067	Nakamura	H
87	12215212	Nakamura	H
90	16953394	Nakamura	H
90	17336549	Nakamura	H
90	17417984	Nakamura	H
91	15335156	Nakamura	H
91	16370152	Nakamura	H
91	16372590	Nakamura	H
91	16817793	Nakamura	H
92	15083881	Nakamura	H
92	15144122	Nakamura	H
92	16468043	Nakamura	H
92	21187519	Nakamura	H
101	9950688	Ghosh	S
101	11739786	Ghosh	S
101	12356915	Ghosh	S
101	16959613	Ghosh	S
101	18162555	Ghosh	S
102	1650426	Ghosh	S
102	2161977	Ghosh	S
102	2547707	Ghosh	S
102	7531480	Ghosh	S
102	9032021	Ghosh	S
102	9635285	Ghosh	S
102	9836149	Ghosh	S
102	18336582	Ghosh	S
103	2157987	Ghosh	S
103	2203532	Ghosh	S
103	9597130	Ghosh	S
103	10493172	Ghosh	S
103	11983155	Ghosh	S
103	18927578	Ghosh	S
104	14643820	Ghosh	S
104	15311869	Ghosh	S
104	15455359	Ghosh	S
106	8720098	Ghosh	S
106	9136665	Ghosh	S
106	9712842	Ghosh	S
106	10446182	Ghosh	S
108	8541339	Ghosh	S
108	11015575	Ghosh	S
108	11409902	Ghosh	S
108	12837853	Ghosh	S
108	19878739	Ghosh	S
108	21438812	Ghosh	S
108	22262001	Ghosh	S
109	17520152	Ghosh	S
109	17598025	Ghosh	S
109	18305874	Ghosh	S
109	18818848	Ghosh	S
110	17585374	Ghosh	S
110	18232163	Ghosh	S
110	18338478	Ghosh	S
110	18805366	Ghosh	S
110	19876478	Ghosh	S
110	20384591	Ghosh	S
110	20458236	Ghosh	S
110	21404747	Ghosh	S
110	21979875	Ghosh	S
110	22910628	Ghosh	S
111	10712217	Ghosh	S
111	10962473	Ghosh	S
111	11037330	Ghosh	S
111	12174220	Ghosh	S
111	12435882	Ghosh	S
111	12485475	Ghosh	S
111	12627469	Ghosh	S
111	14975160	Ghosh	S
111	15180705	Ghosh	S
111	16131714	Ghosh	S
111	16451627	Ghosh	S
111	17483600	Ghosh	S
111	18046767	Ghosh	S
111	18454434	Ghosh	S
111	18466603	Ghosh	S
111	20018007	Ghosh	S
111	22373325	Ghosh	S
112	15019777	Ghosh	S
112	16460019	Ghosh	S
112	18757858	Ghosh	S
112	19726688	Ghosh	S
112	20375019	Ghosh	S
113	19221050	Ghosh	S
113	19568323	Ghosh	S
113	19969081	Ghosh	S
113	20420826	Ghosh	S
113	21377485	Ghosh	S
113	23277002	Ghosh	S
113	23652009	Ghosh	S
114	16133926	Ghosh	S
114	18325851	Ghosh	S
114	18479334	Ghosh	S
114	18697818	Ghosh	S
114	19266284	Ghosh	S
115	9100132	Ghosh	S
115	9368847	Ghosh	S
115	9368848	Ghosh	S
115	9368849	Ghosh	S
115	15370091	Ghosh	S
115	19697261	Ghosh	S
116	15338423	Ghosh	S
116	18043630	Ghosh	S
116	19187139	Ghosh	S
116	21130646	Ghosh	S
116	21231970	Ghosh	S
117	11866551	Ghosh	S
117	15737549	Ghosh	S
117	17583935	Ghosh	S
117	18657954	Ghosh	S
117	21888317	Ghosh	S
118	11803499	Ghosh	S
118	12510039	Ghosh	S
118	12641494	Ghosh	S
118	12943458	Ghosh	S
118	15063598	Ghosh	S
118	19807393	Ghosh	S
119	1373193	Ghosh	AR
119	1943841	Ghosh	AR
119	2541674	Ghosh	SK
119	2544441	Ghosh	SK
119	16502286	Ghosh	S
119	17006597	Ghosh	S
119	17291375	Ghosh	S
119	18679786	Ghosh	S
120	19587136	Ghosh	S
120	21035567	Ghosh	S
120	21270285	Ghosh	S
120	22226701	Ghosh	S
120	22437009	Ghosh	S
120	22592265	Ghosh	S
120	23178318	Ghosh	S
121	18723620	Ghosh	S
121	19136594	Ghosh	S
121	19592590	Ghosh	S
121	19674187	Ghosh	S
121	21714839	Ghosh	S
121	22343299	Ghosh	S
122	14677937	Ghosh	S
122	17352474	Ghosh	S
122	17685522	Ghosh	S
122	18998639	Ghosh	S
122	19053185	Ghosh	S
122	19282479	Ghosh	S
123	12587732	Ghosh	S
123	15700177	Ghosh	S
123	15730136	Ghosh	S
123	15991579	Ghosh	S
123	17004030	Ghosh	S
123	17722860	Ghosh	S
123	17851768	Ghosh	S
123	19178893	Ghosh	S
123	20886235	Ghosh	S
123	23084038	Ghosh	S
124	18395170	Ghosh	S
124	18669553	Ghosh	S
124	19502368	Ghosh	S
124	20497939	Ghosh	S
125	17466885	Ghosh	S
125	20383108	Ghosh	S
125	22065801	Ghosh	S
126	19390488	Ghosh	S
126	21810557	Ghosh	S
126	22354567	Ghosh	S
126	23013415	Ghosh	S
127	1678660	Ghosh	S
127	2400080	Ghosh	S
127	8428492	Ghosh	S
127	18540927	Ghosh	S
127	18556694	Ghosh	S
127	2248406	Ghosh	S
129	17530882	Ghosh	S
129	17988110	Ghosh	S
129	20387866	Ghosh	S
130	19466702	Ghosh	S
130	19942474	Ghosh	S
130	20003158	Ghosh	S
130	20922468	Ghosh	S
130	21996591	Ghosh	S
130	22126460	Ghosh	S
131	16141512	Ghosh	S
131	17883122	Ghosh	S
133	16030027	Banerjee	S
133	16556664	Banerjee	S
133	17728712	Banerjee	S
133	18451229	Banerjee	S
133	19435899	Banerjee	S
133	19592450	Banerjee	S
133	20630848	Banerjee	S
133	20682704	Banerjee	S
133	20700108	Banerjee	S
133	21126688	Banerjee	S
133	21439993	Banerjee	S
133	21913063	Banerjee	S
133	21943965	Banerjee	S
133	23022887	Banerjee	S
133	23041585	Banerjee	S
133	23307860	Banerjee	S
135	12554082	Banerjee	S
135	15610823	Banerjee	S
135	17606910	Banerjee	S
135	18346800	Banerjee	S
135	18948359	Banerjee	S
135	22912777	Banerjee	S
135	23499892	Banerjee	S
136	16554482	Banerjee	S
136	16943624	Banerjee	S
136	17506642	Banerjee	S
136	18041093	Banerjee	S
136	18407259	Banerjee	S
136	20410118	Banerjee	S
136	22022470	Banerjee	S
136	24605088	Banerjee	S
137	20872902	Banerjee	S
137	21952884	Banerjee	S
137	22611397	Banerjee	S
137	22923014	Banerjee	S
137	23378092	Banerjee	S
138	22029826	Banerjee	S
138	22072228	Banerjee	S
138	22686390	Banerjee	S
139	7940616	Banerjee	S
139	8081864	Banerjee	S
139	11295431	Banerjee	S
139	11567183	Banerjee	S
139	11710769	Banerjee	S
139	15246366	Banerjee	S
139	15927837	Banerjee	S
140	18354777	Banerjee	S
140	19690698	Banerjee	S
140	21243136	Banerjee	S
141	12137549	Banerjee	S
141	12740836	Banerjee	S
141	12926959	Banerjee	S
141	14971942	Banerjee	S
141	15045056	Banerjee	S
141	15306923	Banerjee	S
141	16060142	Banerjee	S
141	16851997	Banerjee	S
142	16642814	Banerjee	S
142	17397891	Banerjee	S
142	18345826	Banerjee	S
142	19493555	Banerjee	S
143	16194279	Banerjee	S
143	16554712	Banerjee	S
143	17384188	Banerjee	S
143	21414421	Banerjee	S
145	12050612	Banerjee	S
145	16806234	Banerjee	S
145	18394459	Banerjee	S
145	18940284	Banerjee	S
145	19595401	Banerjee	S
145	19616682	Banerjee	S
145	19652257	Banerjee	S
145	19966365	Banerjee	S
145	20347804	Banerjee	S
145	21041852	Banerjee	S
145	21127367	Banerjee	S
145	21195034	Banerjee	S
145	21247527	Banerjee	S
145	21516072	Banerjee	S
145	21891803	Banerjee	S
145	22959701	Banerjee	S
145	22981558	Banerjee	S
145	23173852	Banerjee	S
146	15906346	Banerjee	S
146	17041879	Banerjee	S
146	17945677	Banerjee	S
146	18224700	Banerjee	S
146	19577396	Banerjee	S
146	22488750	Banerjee	S
148	15032798	Banerjee	S
148	15938545	Banerjee	S
148	16011712	Banerjee	S
148	16984330	Banerjee	S
149	8898601	Banerjee	S
149	12933944	Banerjee	S
149	16421113	Banerjee	S
149	17243196	Banerjee	S
149	18727132	Banerjee	S
149	19206079	Banerjee	S
149	19697296	Banerjee	S
149	20803721	Banerjee	S
149	21764118	Banerjee	S
149	23438937	Banerjee	S
150	11434986	Banerjee	SK
150	11895102	Banerjee	SK
150	12182765	Banerjee	SK
150	12537594	Banerjee	SK
150	12601669	Banerjee	SK
150	15012909	Banerjee	SK
150	17597581	Banerjee	SK
151	21349060	Sun	X
151	21349071	Sun	X
151	21349073	Sun	X
152	17331798	Sun	X
152	18656652	Sun	X
152	18785615	Sun	X
152	21830287	Sun	X
153	18545627	Sun	X
153	19129867	Sun	X
153	19183631	Sun	X
153	19506665	Sun	X
154	18081261	Sun	X
154	19081099	Sun	X
154	19682698	Sun	X
155	10720318	Sun	S
155	12105897	Sun	S
155	14709092	Sun	S
155	22132824	Sun	X
155	22924986	Sun	X
155	23060096	Sun	X
156	19576466	Sun	X
156	20298865	Sun	X
156	20685485	Sun	X
156	21079927	Sun	X
156	21082676	Sun	X
157	17943332	Sun	X
157	19900273	Sun	X
157	21348985	Sun	X
158	21655062	Sun	X
158	23450462	Sun	X
158	23463155	Sun	X
158	23939490	Sun	X
159	22644989	Sun	X
159	22791392	Sun	X
159	24651376	Sun	X
161	11687895	Sun	X
161	12438975	Sun	X
161	14595381	Sun	X
161	15472906	Sun	X
161	15486558	Sun	X
161	16211089	Sun	X
161	20348876	Sun	X
161	21429050	Sun	X
161	21739249	Sun	X
161	23231648	Sun	X
161	24165223	Sun	XP
167	20103592	Sun	X
167	21732203	Sun	X
167	22280012	Sun	X
167	23362206	Sun	X
168	12721157	Sun	X
168	12797863	Sun	X
168	15013361	Sun	X
169	18294762	Sun	X
169	18987328	Sun	X
169	19149165	Sun	X
169	19797400	Sun	X
169	20837524	Sun	X
169	21104387	Sun	X
169	22233806	Sun	X
169	22412647	Sun	X
169	22458413	Sun	X
169	22719516	Sun	X
169	22860202	Sun	X
169	23827241	Sun	X
169	23885093	Sun	X
169	23923792	Sun	X
169	24469993	Sun	X
170	18283715	Sun	X
170	19342138	Sun	X
170	20308188	Sun	X
171	15922077	Taylor	J
171	16280537	Taylor	J
171	17053093	Taylor	J
171	18428782	Taylor	J
172	18032136	Taylor	JG
172	19926559	Taylor	J
172	23509487	Taylor	J
173	21481472	Taylor	J
173	22516628	Taylor	J
173	23266909	Taylor	J
173	24713025	Taylor	J
174	15503964	Taylor	J
174	22255374	Taylor	J
174	22362024	Taylor	J
175	19610655	Taylor	J
175	19642673	Taylor	J
175	21338110	Taylor	J
177	9849774	Taylor	J
177	10194966	Taylor	J
177	10820680	Taylor	J
177	10836673	Taylor	J
177	11195987	Taylor	J
177	11931594	Taylor	J
177	14658743	Taylor	J
177	15563350	Taylor	J
177	16161732	Taylor	J
177	16390305	Taylor	J
177	17067666	Taylor	J
177	17153516	Taylor	J
177	17254436	Taylor	JE
177	17674400	Taylor	J
177	18179394	Taylor	J
177	19086758	Taylor	J
177	19769433	Taylor	J
177	20413504	Taylor	J
177	20563747	Taylor	J
177	23017065	Taylor	J
177	23067863	Taylor	JE
178	15618531	Taylor	J
178	16332926	Taylor	J
178	16568426	Taylor	JE
179	21485988	Taylor	J
179	22771161	Taylor	J
179	23934944	Taylor	JA
180	49977	Taylor	JM
180	66067	Taylor	JM
180	90577	Taylor	JM
180	169390	Taylor	JM
180	203724	Taylor	JM
180	207898	Taylor	JM
180	232870	Taylor	JM
180	833937	Taylor	JM
180	2185887	Taylor	JM
180	3503885	Taylor	J
180	3612956	Taylor	J
180	4135218	Taylor	JM
180	4337615	Taylor	JM
180	4364588	Taylor	JM
180	4424635	Taylor	JM
180	5358078	Taylor	JM
180	5529981	Taylor	JM
180	5637065	Taylor	JM
180	6036861	Taylor	JM
180	6205163	Taylor	JM
180	6245249	Taylor	JM
180	6253183	Taylor	JM
180	6313965	Taylor	JM
180	9893371	Taylor	JM
180	10547674	Taylor	JM
180	12706997	Taylor	JM
180	14655679	Taylor	JM
180	16364738	Taylor	JM
180	16903218	Taylor	JM
180	19698896	Taylor	JM
180	20210550	Taylor	J
180	21187936	Taylor	JM
181	11998266	Taylor	J
181	15869372	Taylor	J
181	15876140	Taylor	J
181	15921481	Taylor	J
181	16911162	Taylor	J
181	19054137	Taylor	J
181	20701415	Taylor	J
181	23232088	Taylor	J
181	23761931	Taylor	J
182	22503482	Taylor	J
182	23273444	Taylor	J
182	24334030	Taylor	J
183	10632788	Taylor	J
183	15012641	Taylor	JS
183	15066112	Taylor	J
183	16458998	Taylor	JS
183	17602690	Taylor	JS
183	18416795	Taylor	J
183	19012789	Taylor	J
183	19320786	Taylor	J
183	19821876	Taylor	J
183	19931225	Taylor	J
184	10228315	Taylor	JE
184	10472710	Taylor	JE
184	10868985	Taylor	J
184	11095540	Taylor	JE
184	12113199	Taylor	J
184	12153130	Taylor	J
184	16962560	Taylor	JE
184	19062251	Taylor	JE
184	20579790	Taylor	JE
184	21087989	Taylor	JE
185	22550111	Taylor	JA
185	22785098	Taylor	J
185	22785099	Taylor	J
186	15337808	Lutz	S
186	17330854	Lutz	ST
186	18954807	Lutz	S
186	20470001	Lutz	S
186	21277118	Lutz	S
186	22576786	Lutz	S
187	15296927	Lutz	S
187	17301795	Lutz	S
187	17592850	Lutz	S
187	20647454	Lutz	S
187	20869867	Lutz	S
189	10845584	Evans	MD
189	11400123	Evans	MD
189	11700804	Evans	MD
189	12356824	Evans	MD
189	12522823	Evans	MD
189	15127394	Evans	MD
189	15576144	Evans	MD
190	12494496	Evans	M
190	21941277	Evans	M
192	11943792	Brown	J
192	12518008	Brown	J
192	12937092	Brown	J
193	10596248	Brown	J
193	15083128	Brown	J
193	16093742	Brown	J
194	17253582	Brown	JA
194	18843613	Brown	J
194	19370564	Brown	J
195	15919180	Brown	J
195	16169640	Brown	JS
195	16343850	Brown	JS
195	17174140	Brown	JS
195	19913337	Brown	J
195	20932492	Brown	JS
195	22196145	Brown	JS
195	22308020	Brown	JS
195	22578881	Brown	JS
196	10899656	Brown	J
196	11122503	Brown	J
196	16157935	Brown	J
199	11735134	Brown	JS
199	11933179	Brown	JS
199	12054706	Brown	JS
199	12175825	Brown	JS
199	12576035	Brown	JS
199	14515086	Brown	J
200	23581632	Brown	J
200	24365163	Brown	J
200	24773793	Brown	J
201	18022039	Brown	JF
201	18206839	Brown	J
201	18770948	Brown	JF
201	18803737	Brown	JF
201	19731041	Brown	JF
202	17614885	Brown	J
202	17701637	Brown	J
202	21333128	Brown	JM
204	17226090	Brown	JD
204	17641120	Brown	JD
204	18049348	Brown	JD
204	19047235	Brown	JD
204	19084786	Brown	JD
204	19101458	Brown	JD
204	19552954	Brown	JD
204	19693662	Brown	J
204	20565041	Brown	JD
204	21293975	Brown	JD
204	21915748	Brown	JD
204	22239397	Brown	JD
204	23070564	Brown	JD
205	11398732	Brown	JB
205	11935717	Brown	JB
205	12053636	Brown	JB
205	12110552	Brown	JB
205	12477607	Brown	JB
205	20008604	Brown	JB
205	20441398	Brown	JB
205	20795830	Brown	J
205	21869660	Brown	JB
205	22518904	Brown	JB
205	22762878	Brown	JB
205	23484466	Brown	JB
206	21157392	Martin	C
206	22668422	Martin	C
206	23293868	Martin	C
206	23657170	Martin	C
206	23724603	Martin	C
209	8771887	Martin	C
209	9382719	Martin	C
209	10835789	Martin	C
214	21177118	Martin	C
214	22447518	Martin	C
214	22945802	Martin	C
214	23817767	Martin	C
214	23948500	Martin	C
214	24092257	Martin	C
218	8858583	Martin	C
218	10328366	Martin	C
218	10462008	Martin	C
218	11222946	Martin	C
218	11570985	Martin	C
218	11993799	Martin	C
218	15232067	Martin	C
218	18469051	Martin	C
218	22436232	Martin	C
222	14766304	Agarwal	R
222	15157097	Agarwal	R
222	15938619	Agarwal	R
222	16128577	Agarwal	R
222	16552139	Agarwal	R
222	17362992	Agarwal	R
222	18245086	Agarwal	R
222	18247349	Agarwal	R
222	18658150	Agarwal	R
222	19543288	Agarwal	R
222	22072612	Agarwal	R
230	1449522	Agarwal	R
230	1508981	Agarwal	R
230	1550355	Agarwal	R
230	1617628	Agarwal	R
230	1680628	Agarwal	R
230	1898079	Agarwal	R
230	1907733	Agarwal	R
230	1934279	Agarwal	R
230	1989981	Agarwal	R
230	1998941	Agarwal	R
230	2256924	Agarwal	R
230	3250371	Agarwal	R
230	3745399	Agarwal	R
230	3817891	Agarwal	R
230	4052997	Agarwal	R
230	7511897	Agarwal	R
230	8020140	Agarwal	R
230	8280377	Agarwal	R
230	8284325	Agarwal	R
230	8876671	Agarwal	R
230	8934768	Agarwal	R
230	11007941	Agarwal	R
230	17201169	Agarwal	R
230	19138987	Agarwal	R
230	23682777	Agarwal	R
233	9498664	Agarwal	R
233	10201019	Agarwal	R
233	10820174	Agarwal	R
233	11174914	Agarwal	R
233	11305807	Agarwal	R
233	11374765	Agarwal	R
233	11380832	Agarwal	R
233	11576890	Agarwal	R
233	11703618	Agarwal	R
233	11728957	Agarwal	R
233	11863129	Agarwal	R
233	11877567	Agarwal	R
233	12046030	Agarwal	R
233	12101069	Agarwal	R
233	12110506	Agarwal	R
233	12358628	Agarwal	R
233	12384615	Agarwal	R
233	12430092	Agarwal	R
233	12505865	Agarwal	R
